Sample no.,X,Y
50013,28.02,26.37
50014,28.8,26.39
50015,28.8,26.39
50016,28.85,27.27
50017,28.85,27.27
50018,28.07,27.24
50019,28.12,28.12
50020,28.12,28.12
50021,28.12,28.12
50022,28.9,28.15
50023,28.12,28.12
50024,28.95,29.03
50025,28.18,29
50026,28.18,29
50027,27.4,28.98
50028,27.4,28.98
50029,26.67,29.83
50030,26.67,29.83
50031,26.67,29.83
50032,26.67,29.83
50033,26.67,29.83
50034,25.89,29.81
50035,25.84,28.93
50036,25.07,28.9
50037,25.07,28.9
50038,25.07,28.9
50039,24.29,28.88
50040,24.29,28.88
50041,24.29,28.88
50042,24.29,28.88
50043,24.29,28.88
50044,24.29,28.88
50045,24.29,28.88
50046,23.52,28.85
50047,23.52,28.85
50048,23.52,28.85
50049,23.52,28.85
50050,23.52,28.85
50051,23.52,28.85
50052,23.52,28.85
50053,22.8,29.71
50054,22.8,29.71
50055,22.8,29.71
50056,22.8,29.71
50057,22.8,29.71
50058,22.8,29.71
50059,22.8,29.71
50060,22.8,29.71
50061,22.8,29.71
50062,22.02,29.69
50063,22.02,29.69
50064,22.02,29.69
50065,22.02,29.69
50066,22.02,29.69
50067,22.02,29.69
50068,21.97,28.8
50069,22.74,28.83
50070,21.97,28.8
50071,21.97,28.8
50072,21.97,28.8
50073,21.92,27.92
50074,21.92,27.92
50075,21.97,28.8
50076,21.97,28.8
50077,21.2,28.78
50078,21.2,28.78
50079,20.38,27.87
50080,20.43,28.75
50081,20.43,28.75
50082,20.38,27.87
50083,20.43,28.75
50084,20.38,27.87
50085,20.38,27.87
50086,20.38,27.87
50087,20.38,27.87
50088,20.38,27.87
50089,20.38,27.87
50090,20.38,27.87
50091,20.38,27.87
50092,20.38,27.87
50093,21.15,27.89
50094,21.15,27.89
50095,21.15,27.89
50096,21.15,27.89
50097,21.15,27.89
50098,21.15,27.89
50099,21.15,27.89
50100,21.15,27.89
50101,21.15,27.89
50102,21.15,27.89
50103,21.15,27.89
50104,21.15,27.89
50105,21.15,27.89
50106,21.15,27.89
50107,21.15,27.89
50108,21.09,27.01
50109,21.09,27.01
50110,21.09,27.01
50111,21.09,27.01
50112,21.09,27.01
50113,21.09,27.01
50114,21.09,27.01
50115,21.15,27.89
50116,21.09,27.01
50117,21.09,27.01
50118,21.09,27.01
50119,21.09,27.01
50120,21.09,27.01
50121,21.09,27.01
50122,21.09,27.01
50123,21.09,27.01
50124,21.09,27.01
50125,21.09,27.01
50126,21.09,27.01
50127,21.09,27.01
50128,21.09,27.01
50129,21.09,27.01
50130,21.09,27.01
50131,21.09,27.01
50132,21.09,27.01
50133,21.09,27.01
50134,21.15,27.89
50135,21.09,27.01
50136,21.09,27.01
50137,21.09,27.01
50138,21.09,27.01
50139,21.09,27.01
50140,21.09,27.01
50141,21.09,27.01
50142,21.09,27.01
50143,21.09,27.01
50144,21.09,27.01
50145,21.87,27.04
50146,21.87,27.04
50147,21.87,27.04
50148,21.87,27.04
50149,21.92,27.92
50150,21.92,27.92
50151,21.15,27.89
50152,21.92,27.92
50153,21.09,27.01
50154,21.09,27.01
50155,21.15,27.89
50156,21.15,27.89
50157,21.92,27.92
50158,21.92,27.92
50159,21.87,27.04
50160,21.87,27.04
50161,21.87,27.04
50162,21.87,27.04
50163,21.87,27.04
50164,21.87,27.04
50165,21.87,27.04
50166,22.64,27.06
50167,22.64,27.06
50168,22.64,27.06
50169,22.64,27.06
50170,23.41,27.09
50171,23.36,26.21
50172,23.36,26.21
50173,23.36,26.21
50174,23.36,26.21
50175,23.3,25.33
50176,23.3,25.33
50177,23.3,25.33
50178,24.08,25.35
50179,24.08,25.35
50180,24.02,24.48
50181,24.02,24.48
50182,23.97,23.6
50183,23.97,23.6
50184,23.97,23.6
50185,23.97,23.6
50186,23.97,23.6
50187,23.97,23.6
50188,23.97,23.6
50189,23.97,23.6
50190,23.97,23.6
50191,23.19,23.57
50192,23.97,23.6
50193,23.97,23.6
50194,23.97,23.6
50195,23.19,23.57
50196,23.19,23.57
50197,23.19,23.57
50198,23.19,23.57
50199,23.13,22.69
50200,23.13,22.69
50201,23.13,22.69
50202,23.91,22.72
50203,23.91,22.72
50204,23.13,22.69
50205,23.91,22.72
50206,23.91,22.72
50207,23.13,22.69
50208,23.13,22.69
50209,23.91,22.72
50210,23.91,22.72
50211,23.91,22.72
50212,23.91,22.72
50213,23.13,22.69
50214,23.13,22.69
50215,23.13,22.69
50216,23.13,22.69
50217,23.13,22.69
50218,23.13,22.69
50219,23.13,22.69
50220,23.13,22.69
50221,23.97,23.6
50222,23.97,23.6
50223,23.13,22.69
50224,23.13,22.69
50225,23.91,22.72
50226,23.13,22.69
50227,23.91,22.72
50228,23.13,22.69
50229,23.13,22.69
50230,23.19,23.57
50231,23.13,22.69
50232,23.19,23.57
50233,23.19,23.57
50234,23.19,23.57
50235,23.19,23.57
50236,23.19,23.57
50237,23.19,23.57
50238,23.13,22.69
50239,23.97,23.6
50240,23.19,23.57
50241,23.97,23.6
50242,23.97,23.6
50243,23.97,23.6
50244,23.13,22.69
50245,23.97,23.6
50246,23.97,23.6
50247,23.97,23.6
50248,23.97,23.6
50249,23.97,23.6
50250,23.97,23.6
50251,23.97,23.6
50252,23.97,23.6
50253,23.97,23.6
50254,23.97,23.6
50255,23.97,23.6
50256,23.97,23.6
50257,23.97,23.6
50258,23.97,23.6
50259,23.97,23.6
50260,23.97,23.6
50261,23.97,23.6
50262,23.97,23.6
50263,23.97,23.6
50264,23.97,23.6
50265,23.97,23.6
50266,23.97,23.6
50267,23.97,23.6
50268,23.97,23.6
50269,23.91,22.72
50270,23.97,23.6
50271,23.91,22.72
50272,23.97,23.6
50273,23.97,23.6
50274,23.97,23.6
50275,23.97,23.6
50276,23.97,23.6
50277,23.97,23.6
50278,23.97,23.6
50279,23.97,23.6
50280,23.97,23.6
50281,23.97,23.6
50282,23.97,23.6
50283,23.97,23.6
50284,23.97,23.6
50285,23.97,23.6
50286,23.97,23.6
50287,23.97,23.6
50288,23.97,23.6
50289,23.97,23.6
50290,23.97,23.6
50291,23.97,23.6
50292,23.97,23.6
50293,23.91,22.72
50294,23.97,23.6
50295,23.91,22.72
50296,23.91,22.72
50297,23.13,22.69
50298,23.91,22.72
50299,23.91,22.72
50300,23.91,22.72
50301,23.91,22.72
50302,23.91,22.72
50303,23.91,22.72
50304,23.91,22.72
50305,23.91,22.72
50306,23.91,22.72
50307,23.91,22.72
50308,23.91,22.72
50309,23.91,22.72
50310,23.91,22.72
50311,23.91,22.72
50312,23.91,22.72
50313,23.91,22.72
50314,23.91,22.72
50315,23.91,22.72
50316,23.91,22.72
50317,23.91,22.72
50318,23.91,22.72
50319,23.13,22.69
50320,23.13,22.69
50321,23.13,22.69
50322,23.13,22.69
50323,23.13,22.69
50324,23.13,22.69
50325,23.13,22.69
50326,23.13,22.69
50327,23.91,22.72
50328,23.91,22.72
50329,23.91,22.72
50330,23.91,22.72
50331,23.91,22.72
50332,23.91,22.72
50333,23.91,22.72
50334,23.91,22.72
50335,23.91,22.72
50336,23.91,22.72
50337,23.13,22.69
50338,23.13,22.69
50339,23.13,22.69
50340,23.91,22.72
50341,23.13,22.69
50342,23.13,22.69
50343,23.97,23.6
50344,23.13,22.69
50345,23.91,22.72
50346,23.91,22.72
50347,23.91,22.72
50348,23.91,22.72
50349,23.13,22.69
50350,23.91,22.72
50351,23.91,22.72
50352,23.91,22.72
50353,23.91,22.72
50354,23.91,22.72
50355,23.91,22.72
50356,23.91,22.72
50357,23.91,22.72
50358,23.91,22.72
50359,23.91,22.72
50360,23.91,22.72
50361,23.91,22.72
50362,23.91,22.72
50363,23.91,22.72
50364,23.91,22.72
50365,23.91,22.72
50366,23.91,22.72
50367,23.91,22.72
50368,23.91,22.72
50369,23.91,22.72
50370,23.97,23.6
50371,23.91,22.72
50372,23.91,22.72
50373,23.97,23.6
50374,23.91,22.72
50375,23.91,22.72
50376,23.97,23.6
50377,23.97,23.6
50378,23.97,23.6
50379,23.91,22.72
50380,23.97,23.6
50381,23.91,22.72
50382,23.97,23.6
50383,23.97,23.6
50384,23.91,22.72
50385,23.97,23.6
50386,23.97,23.6
50387,23.97,23.6
50388,23.97,23.6
50389,23.97,23.6
50390,23.97,23.6
50391,23.91,22.72
50392,23.97,23.6
50393,23.97,23.6
50394,23.97,23.6
50395,23.97,23.6
50396,23.97,23.6
50397,23.97,23.6
50398,23.97,23.6
50399,23.97,23.6
50400,23.97,23.6
50401,23.97,23.6
50402,23.97,23.6
50403,23.97,23.6
50404,23.97,23.6
50405,23.97,23.6
50406,23.97,23.6
50407,23.97,23.6
50408,23.97,23.6
50409,23.97,23.6
50410,23.97,23.6
50411,23.97,23.6
50412,23.97,23.6
50413,23.97,23.6
50414,23.97,23.6
50415,23.97,23.6
50416,23.97,23.6
50417,23.97,23.6
50418,23.97,23.6
50419,23.97,23.6
50420,23.97,23.6
50421,23.97,23.6
50422,23.97,23.6
50423,23.97,23.6
50424,23.97,23.6
50425,23.97,23.6
50426,23.97,23.6
50427,23.97,23.6
50428,23.97,23.6
50429,23.97,23.6
50430,23.97,23.6
50431,23.97,23.6
50432,23.97,23.6
50433,23.97,23.6
50434,23.97,23.6
50435,23.97,23.6
50436,23.97,23.6
50437,23.97,23.6
50438,23.97,23.6
50439,23.97,23.6
50440,23.97,23.6
50441,23.91,22.72
50442,23.97,23.6
50443,23.97,23.6
50444,23.97,23.6
50445,23.97,23.6
50446,23.97,23.6
50447,23.97,23.6
50448,23.97,23.6
50449,23.97,23.6
50450,23.97,23.6
50451,23.91,22.72
50452,23.97,23.6
50453,23.97,23.6
50454,23.97,23.6
50455,23.97,23.6
50456,23.97,23.6
50457,23.97,23.6
50458,23.97,23.6
50459,23.97,23.6
50460,23.97,23.6
50461,23.97,23.6
50462,23.97,23.6
50463,23.97,23.6
50464,23.97,23.6
50465,23.97,23.6
50466,23.97,23.6
50467,23.97,23.6
50468,23.97,23.6
50469,23.97,23.6
50470,23.97,23.6
50471,23.97,23.6
50472,23.97,23.6
50473,23.97,23.6
50474,23.97,23.6
50475,23.97,23.6
50476,23.97,23.6
50477,23.97,23.6
50478,23.97,23.6
50479,23.97,23.6
50480,23.97,23.6
50481,23.97,23.6
50482,23.97,23.6
50483,23.97,23.6
50484,23.97,23.6
50485,23.97,23.6
50486,23.97,23.6
50487,23.91,22.72
50488,23.91,22.72
50489,23.91,22.72
50490,23.97,23.6
50491,23.91,22.72
50492,23.91,22.72
50493,23.97,23.6
50494,23.97,23.6
50495,23.91,22.72
50496,23.91,22.72
50497,23.91,22.72
50498,23.91,22.72
50499,23.91,22.72
50500,23.91,22.72
50501,23.91,22.72
50502,23.91,22.72
50503,23.97,23.6
50504,23.91,22.72
50505,23.97,23.6
50506,23.97,23.6
50507,23.97,23.6
50508,23.97,23.6
50509,23.97,23.6
50510,23.97,23.6
50511,23.97,23.6
50512,23.97,23.6
50513,23.97,23.6
50514,23.97,23.6
50515,23.97,23.6
50516,23.91,22.72
50517,23.97,23.6
50518,23.97,23.6
50519,23.97,23.6
50520,23.97,23.6
50521,23.97,23.6
50522,23.97,23.6
50523,23.97,23.6
50524,23.97,23.6
50525,23.97,23.6
50526,23.97,23.6
50527,23.97,23.6
50528,23.97,23.6
50529,23.97,23.6
50530,23.97,23.6
50531,23.91,22.72
50532,23.97,23.6
50533,23.97,23.6
50534,23.97,23.6
50535,23.97,23.6
50536,23.97,23.6
50537,23.97,23.6
50538,23.97,23.6
50539,23.97,23.6
50540,24.74,23.63
50541,23.97,23.6
50542,23.97,23.6
50543,24.74,23.63
50544,23.97,23.6
50545,23.97,23.6
50546,23.97,23.6
50547,23.97,23.6
50548,23.97,23.6
50549,23.97,23.6
50550,23.97,23.6
50551,23.97,23.6
50552,23.97,23.6
50553,23.97,23.6
50554,23.97,23.6
50555,23.97,23.6
50556,23.97,23.6
50557,23.97,23.6
50558,23.97,23.6
50559,23.97,23.6
50560,23.97,23.6
50561,23.97,23.6
50562,23.97,23.6
50563,23.97,23.6
50564,23.97,23.6
50565,23.97,23.6
50566,23.97,23.6
50567,23.97,23.6
50568,23.97,23.6
50569,23.97,23.6
50570,23.97,23.6
50571,23.97,23.6
50572,23.97,23.6
50573,23.97,23.6
50574,23.97,23.6
50575,23.97,23.6
50576,23.91,22.72
50577,23.97,23.6
50578,23.97,23.6
50579,23.97,23.6
50580,23.97,23.6
50581,23.97,23.6
50582,24.74,23.63
50583,23.97,23.6
50584,23.97,23.6
50585,23.97,23.6
50586,23.97,23.6
50587,23.97,23.6
50588,23.97,23.6
50589,23.97,23.6
50590,24.74,23.63
50591,24.74,23.63
50592,23.97,23.6
50593,23.97,23.6
50594,24.74,23.63
50595,23.97,23.6
50596,24.74,23.63
50597,23.97,23.6
50598,23.97,23.6
50599,23.97,23.6
50600,23.97,23.6
50601,23.97,23.6
50602,23.97,23.6
50603,23.97,23.6
50604,23.97,23.6
50605,23.97,23.6
50606,23.97,23.6
50607,23.97,23.6
50608,23.97,23.6
50609,23.97,23.6
50610,23.97,23.6
50611,23.97,23.6
50612,23.97,23.6
50613,23.97,23.6
50614,23.97,23.6
50615,23.97,23.6
50616,23.97,23.6
50617,23.97,23.6
50618,23.97,23.6
50619,23.97,23.6
50620,23.97,23.6
50621,23.97,23.6
50622,23.97,23.6
50623,23.97,23.6
50624,23.97,23.6
50625,23.97,23.6
50626,23.97,23.6
50627,23.97,23.6
50628,23.97,23.6
50629,23.97,23.6
50630,23.97,23.6
50631,23.97,23.6
50632,23.97,23.6
50633,23.97,23.6
50634,23.97,23.6
50635,23.97,23.6
50636,24.74,23.63
50637,23.97,23.6
50638,23.97,23.6
50639,23.97,23.6
50640,23.97,23.6
50641,23.97,23.6
50642,23.97,23.6
50643,23.97,23.6
50644,23.97,23.6
50645,23.97,23.6
50646,23.97,23.6
50647,23.97,23.6
50648,23.97,23.6
50649,23.97,23.6
50650,23.97,23.6
50651,23.97,23.6
50652,23.97,23.6
50653,23.97,23.6
50654,23.97,23.6
50655,23.97,23.6
50656,23.97,23.6
50657,23.97,23.6
50658,23.97,23.6
50659,23.97,23.6
50660,23.97,23.6
50661,23.97,23.6
50662,23.97,23.6
50663,23.97,23.6
50664,23.97,23.6
50665,23.97,23.6
50666,23.97,23.6
50667,23.97,23.6
50668,23.97,23.6
50669,23.97,23.6
50670,23.97,23.6
50671,23.97,23.6
50672,23.97,23.6
50673,23.97,23.6
50674,23.97,23.6
50675,23.97,23.6
50676,23.97,23.6
50677,23.97,23.6
50678,23.97,23.6
50679,23.97,23.6
50680,23.97,23.6
50681,23.97,23.6
50682,23.97,23.6
50683,23.97,23.6
50684,23.97,23.6
50685,23.97,23.6
50686,23.97,23.6
50687,23.97,23.6
50688,23.97,23.6
50689,23.97,23.6
50690,23.97,23.6
50691,23.97,23.6
50692,23.97,23.6
50693,24.74,23.63
50694,23.97,23.6
50695,23.97,23.6
50696,23.97,23.6
50697,23.97,23.6
50698,23.97,23.6
50699,23.97,23.6
50700,23.97,23.6
50701,23.97,23.6
50702,23.97,23.6
50703,23.97,23.6
50704,23.97,23.6
50705,23.97,23.6
50706,23.97,23.6
50707,23.97,23.6
50708,23.97,23.6
50709,23.97,23.6
50710,24.74,23.63
50711,23.97,23.6
50712,23.97,23.6
50713,23.97,23.6
50714,23.97,23.6
50715,23.97,23.6
50716,23.97,23.6
50717,23.97,23.6
50718,23.97,23.6
50719,23.97,23.6
50720,23.97,23.6
50721,23.97,23.6
50722,23.97,23.6
50723,23.97,23.6
50724,23.97,23.6
50725,23.97,23.6
50726,23.97,23.6
50727,23.97,23.6
50728,23.97,23.6
50729,23.97,23.6
50730,23.97,23.6
50731,23.97,23.6
50732,23.97,23.6
50733,23.97,23.6
50734,23.97,23.6
50735,23.97,23.6
50736,23.97,23.6
50737,23.97,23.6
50738,23.97,23.6
50739,23.97,23.6
50740,23.97,23.6
50741,23.97,23.6
50742,23.97,23.6
50743,23.97,23.6
50744,23.97,23.6
50745,23.97,23.6
50746,23.97,23.6
50747,23.97,23.6
50748,23.97,23.6
50749,23.97,23.6
50750,23.97,23.6
50751,24.74,23.63
50752,24.74,23.63
50753,24.74,23.63
50754,24.74,23.63
50755,24.74,23.63
50756,24.74,23.63
50757,24.74,23.63
50758,25.52,23.65
50759,25.52,23.65
50760,26.3,23.68
50761,26.36,24.56
50762,26.36,24.56
50763,27.14,24.59
50764,27.97,25.49
50765,28.75,25.52
50766,29.58,26.42
50767,30.42,27.32
50768,32.03,28.24
50769,32.87,29.14
50770,34.53,30.94
50771,35.36,31.84
50772,36.98,32.75
50773,37.02,33.63
50774,38.64,34.54
50775,39.47,35.43
50776,40.34,37.2
50777,41.95,38.11
50778,41.99,38.99
50779,43.61,39.89
50780,43.64,40.77
50781,44.47,41.66
50782,45.29,42.55
50783,45.39,45.18
50784,45.46,46.93
50785,46.34,49.58
50786,46.39,51.34
50787,47.27,53.98
50788,48.92,56.64
50789,49.78,59.29
50790,50.63,61.93
50791,51.5,65.46
50792,52.36,69
50793,53.23,73.41
50794,54.07,76.94
50795,54.91,81.36
50796,55.74,85.77
50797,56.56,89.3
50798,57.37,94.59
50799,58.17,98.99
50800,58.96,103.39
50801,58.95,106.91
50802,59.72,112.18
50803,59.7,114.81
50804,59.68,117.45
50805,59.65,120.08
50806,59.62,122.71
50807,59.6,124.46
50808,59.59,125.34
50809,59.56,127.09
50810,59.56,127.09
50811,59.56,127.09
50812,59.59,125.34
50813,59.57,126.21
50814,59.57,126.21
50815,59.57,126.21
50816,59.57,126.21
50817,59.56,127.09
50818,59.55,127.96
50819,60.35,127.94
50820,60.32,129.68
50821,60.32,129.68
50822,60.32,129.68
50823,60.35,127.94
50824,60.35,127.94
50825,60.34,128.81
50826,60.35,127.94
50827,60.34,128.81
50828,60.35,127.94
50829,60.36,127.06
50830,60.36,127.06
50831,60.36,127.06
50832,59.57,126.21
50833,59.57,126.21
50834,59.56,127.09
50835,59.57,126.21
50836,59.57,126.21
50837,59.56,127.09
50838,59.56,127.09
50839,59.56,127.09
50840,59.57,126.21
50841,59.57,126.21
50842,59.56,127.09
50843,59.57,126.21
50844,59.59,125.34
50845,59.57,126.21
50846,60.37,126.19
50847,59.57,126.21
50848,60.37,126.19
50849,60.37,126.19
50850,60.37,126.19
50851,60.37,126.19
50852,60.37,126.19
50853,60.37,126.19
50854,60.39,125.32
50855,60.39,125.32
50856,60.37,126.19
50857,60.37,126.19
50858,60.39,125.32
50859,60.37,126.19
50860,60.39,125.32
50861,59.59,125.34
50862,60.37,126.19
50863,60.37,126.19
50864,60.37,126.19
50865,59.57,126.21
50866,59.57,126.21
50867,59.57,126.21
50868,59.57,126.21
50869,59.57,126.21
50870,59.57,126.21
50871,59.57,126.21
50872,59.57,126.21
50873,59.57,126.21
50874,58.77,126.23
50875,58.77,126.23
50876,58.77,126.23
50877,58.77,126.23
50878,58.77,126.23
50879,58.77,126.23
50880,58.77,126.23
50881,59.57,126.21
50882,58.77,126.23
50883,58.77,126.23
50884,59.57,126.21
50885,58.77,126.23
50886,58.77,126.23
50887,58.77,126.23
50888,58.77,126.23
50889,58.76,127.11
50890,58.76,127.11
50891,58.76,127.11
50892,58.76,127.11
50893,58.76,127.11
50894,58.76,127.11
50895,58.76,127.11
50896,58.76,127.11
50897,58.76,127.11
50898,58.77,126.23
50899,58.76,127.11
50900,58.76,127.11
50901,58.76,127.11
50902,59.56,127.09
50903,58.76,127.11
50904,59.57,126.21
50905,59.57,126.21
50906,59.57,126.21
50907,59.57,126.21
50908,59.57,126.21
50909,59.59,125.34
50910,59.57,126.21
50911,59.57,126.21
50912,59.59,125.34
50913,59.59,125.34
50914,59.59,125.34
50915,59.59,125.34
50916,59.59,125.34
50917,59.59,125.34
50918,59.59,125.34
50919,59.57,126.21
50920,59.57,126.21
50921,60.37,126.19
50922,60.37,126.19
50923,60.39,125.32
50924,60.39,125.32
50925,60.39,125.32
50926,59.59,125.34
50927,59.59,125.34
50928,59.59,125.34
50929,58.79,125.36
50930,58.79,125.36
50931,58.79,125.36
50932,58.79,125.36
50933,58.79,125.36
50934,58.79,125.36
50935,58.79,125.36
50936,58.79,125.36
50937,58.79,125.36
50938,58.79,125.36
50939,58.79,125.36
50940,58.79,125.36
50941,58.79,125.36
50942,58.79,125.36
50943,58.79,125.36
50944,58.79,125.36
50945,58.79,125.36
50946,58.79,125.36
50947,58.79,125.36
50948,58.79,125.36
50949,58.79,125.36
50950,58.8,124.48
50951,58.79,125.36
50952,58.79,125.36
50953,58.8,124.48
50954,58.79,125.36
50955,58.79,125.36
50956,58.79,125.36
50957,58.79,125.36
50958,58.79,125.36
50959,58.79,125.36
50960,58.79,125.36
50961,58.79,125.36
50962,58.79,125.36
50963,58.79,125.36
50964,58.79,125.36
50965,58.79,125.36
50966,58.79,125.36
50967,58.79,125.36
50968,58.79,125.36
50969,58.79,125.36
50970,58.79,125.36
50971,58.79,125.36
50972,58.79,125.36
50973,58.79,125.36
50974,58.79,125.36
50975,58.79,125.36
50976,58.79,125.36
50977,58.79,125.36
50978,58.79,125.36
50979,58.79,125.36
50980,58.79,125.36
50981,58.79,125.36
50982,58.79,125.36
50983,58.79,125.36
50984,58.79,125.36
50985,58.79,125.36
50986,58.79,125.36
50987,58.79,125.36
50988,58.79,125.36
50989,58.79,125.36
50990,58.79,125.36
50991,58.79,125.36
50992,58.79,125.36
50993,58.79,125.36
50994,58.79,125.36
50995,58.79,125.36
50996,58.79,125.36
50997,58.79,125.36
50998,58.79,125.36
50999,58.79,125.36
51000,58.79,125.36
51001,58.79,125.36
51002,58.79,125.36
51003,57.99,125.38
51004,57.99,125.38
51005,57.99,125.38
51006,57.97,126.25
51007,57.17,126.28
51008,57.16,127.15
51009,56.35,128.05
51010,56.32,129.8
51011,56.32,129.8
51012,56.32,129.8
51013,55.52,129.82
51014,55.52,129.82
51015,55.5,130.7
51016,55.5,130.7
51017,55.5,130.7
51018,54.69,131.59
51019,54.69,131.59
51020,54.69,131.59
51021,54.69,131.59
51022,54.69,131.59
51023,54.69,131.59
51024,54.69,131.59
51025,54.69,131.59
51026,54.69,131.59
51027,54.69,131.59
51028,54.67,132.47
51029,54.69,131.59
51030,54.69,131.59
51031,54.7,130.72
51032,54.69,131.59
51033,54.7,130.72
51034,53.9,130.74
51035,54.72,129.85
51036,53.89,131.62
51037,53.9,130.74
51038,53.11,130.77
51039,53.92,129.87
51040,53.14,129.02
51041,52.32,129.92
51042,52.32,129.92
51043,52.34,129.04
51044,51.53,129.95
51045,51.53,129.95
51046,51.53,129.95
51047,50.71,130.85
51048,49.92,130.87
51049,48.32,130.93
51050,46.71,131.86
51051,45.12,131.92
51052,43.54,131.98
51053,41.93,132.92
51054,39.53,133.89
51055,37.95,133.96
51056,36.35,134.91
51057,34.77,134.98
51058,33.99,135.01
51059,32.42,135.09
51060,30.88,134.28
51061,30.09,134.31
51062,29.31,134.35
51063,27.75,134.43
51064,27.75,134.43
51065,26.97,134.47
51066,26.19,134.51
51067,25.41,134.55
51068,25.41,134.55
51069,25.38,135.43
51070,24.6,135.47
51071,24.6,135.47
51072,24.63,134.59
51073,23.86,134.63
51074,23.86,134.63
51075,23.08,134.67
51076,23.11,133.78
51077,23.11,133.78
51078,23.11,133.78
51079,23.08,134.67
51080,23.08,134.67
51081,23.08,134.67
51082,23.08,134.67
51083,23.08,134.67
51084,23.08,134.67
51085,23.08,134.67
51086,23.08,134.67
51087,23.08,134.67
51088,23.08,134.67
51089,23.08,134.67
51090,23.86,134.63
51091,23.08,134.67
51092,23.86,134.63
51093,23.08,134.67
51094,23.86,134.63
51095,23.08,134.67
51096,23.86,134.63
51097,23.08,134.67
51098,23.86,134.63
51099,23.86,134.63
51100,23.86,134.63
51101,23.83,135.51
51102,23.86,134.63
51103,23.86,134.63
51104,23.83,135.51
51105,23.86,134.63
51106,23.86,134.63
51107,23.86,134.63
51108,23.86,134.63
51109,23.83,135.51
51110,23.83,135.51
51111,23.83,135.51
51112,23.86,134.63
51113,23.83,135.51
51114,23.83,135.51
51115,23.83,135.51
51116,23.83,135.51
51117,23.83,135.51
51118,23.83,135.51
51119,23.83,135.51
51120,23.83,135.51
51121,23.83,135.51
51122,23.83,135.51
51123,23.83,135.51
51124,23.83,135.51
51125,23.83,135.51
51126,23.83,135.51
51127,23.83,135.51
51128,23.83,135.51
51129,23.83,135.51
51130,23.83,135.51
51131,23.83,135.51
51132,23.83,135.51
51133,23.83,135.51
51134,23.83,135.51
51135,23.83,135.51
51136,23.86,134.63
51137,23.86,134.63
51138,23.86,134.63
51139,23.86,134.63
51140,23.86,134.63
51141,23.89,133.74
51142,23.89,133.74
51143,23.92,132.85
51144,24.7,132.81
51145,23.95,131.96
51146,24.01,130.18
51147,24.06,128.4
51148,23.34,126.65
51149,23.37,125.76
51150,23.44,123.08
51151,22.72,121.32
51152,22.78,118.63
51153,22.84,115.94
51154,22.88,114.15
51155,22.94,110.55
51156,23,106.05
51157,22.28,101.57
51158,23.06,97.94
51159,23.07,94.33
51160,23.07,89.81
51161,23.04,84.39
51162,22.99,78.97
51163,22.94,75.36
51164,22.86,70.85
51165,23.52,66.34
51166,23.43,62.74
51167,23.3,58.24
51168,23.15,53.75
51169,23.05,51.07
51170,22.95,48.38
51171,23.6,45.71
51172,23.53,43.92
51173,23.4,41.25
51174,22.51,38.56
51175,22.46,37.67
51176,22.37,35.89
51177,22.32,35.01
51178,22.23,33.23
51179,22.23,33.23
51180,22.13,31.46
51181,22.85,30.6
51182,22.85,30.6
51183,22.8,29.71
51184,21.97,28.8
51185,21.97,28.8
51186,21.97,28.8
51187,21.97,28.8
51188,21.97,28.8
51189,21.15,27.89
51190,21.15,27.89
51191,21.15,27.89
51192,21.15,27.89
51193,21.15,27.89
51194,21.15,27.89
51195,21.15,27.89
51196,21.15,27.89
51197,21.15,27.89
51198,21.15,27.89
51199,21.15,27.89
51200,21.15,27.89
51201,21.15,27.89
51202,21.15,27.89
51203,21.15,27.89
51204,21.15,27.89
51205,21.09,27.01
51206,21.09,27.01
51207,21.15,27.89
51208,21.15,27.89
51209,21.15,27.89
51210,21.15,27.89
51211,21.09,27.01
51212,21.09,27.01
51213,21.09,27.01
51214,21.15,27.89
51215,21.15,27.89
51216,21.15,27.89
51217,21.15,27.89
51218,21.15,27.89
51219,21.92,27.92
51220,21.92,27.92
51221,21.92,27.92
51222,21.87,27.04
51223,21.92,27.92
51224,21.09,27.01
51225,21.09,27.01
51226,21.09,27.01
51227,21.09,27.01
51228,21.09,27.01
51229,21.09,27.01
51230,21.09,27.01
51231,21.09,27.01
51232,21.09,27.01
51233,21.09,27.01
51234,21.09,27.01
51235,21.09,27.01
51236,21.09,27.01
51237,21.09,27.01
51238,21.09,27.01
51239,21.09,27.01
51240,21.09,27.01
51241,21.09,27.01
51242,21.09,27.01
51243,21.09,27.01
51244,21.09,27.01
51245,21.09,27.01
51246,21.09,27.01
51247,21.09,27.01
51248,21.09,27.01
51249,21.09,27.01
51250,21.09,27.01
51251,21.09,27.01
51252,21.09,27.01
51253,21.09,27.01
51254,21.09,27.01
51255,21.09,27.01
51256,21.09,27.01
51257,21.09,27.01
51258,21.15,27.89
51259,21.09,27.01
51260,21.09,27.01
51261,21.09,27.01
51262,21.09,27.01
51263,21.09,27.01
51264,21.09,27.01
51265,21.09,27.01
51266,21.09,27.01
51267,21.09,27.01
51268,21.09,27.01
51269,21.09,27.01
51270,21.09,27.01
51271,21.09,27.01
51272,21.09,27.01
51273,21.09,27.01
51274,21.09,27.01
51275,21.15,27.89
51276,21.15,27.89
51277,21.09,27.01
51278,21.15,27.89
51279,21.15,27.89
51280,21.15,27.89
51281,21.15,27.89
51282,21.15,27.89
51283,21.15,27.89
51284,21.15,27.89
