Sample no.,X,Y
31862,99.41,56.02
31863,99.41,56.02
31864,99.41,56.02
31865,99.41,56.02
31866,99.41,56.02
31867,99.41,56.02
31868,99.41,56.02
31869,99.41,56.02
31870,99.41,56.02
31871,99.41,56.02
31872,99.41,56.02
31873,99.41,56.02
31874,99.41,56.02
31875,99.41,56.02
31876,99.41,56.02
31877,99.41,56.02
31878,99.41,56.02
31879,99.41,56.02
31880,99.41,56.02
31881,99.41,56.02
31882,99.41,56.02
31883,99.41,56.02
31884,99.41,56.02
31885,99.41,56.02
31886,99.41,56.02
31887,99.41,56.02
31888,99.41,56.02
31889,99.41,56.02
31890,99.41,56.02
31891,99.41,56.02
31892,99.41,56.02
31893,99.41,56.02
31894,99.41,56.02
31895,99.41,56.02
31896,99.41,56.02
31897,99.41,56.02
31898,99.41,56.02
31899,99.41,56.02
31900,99.41,56.02
31901,99.41,56.02
31902,99.41,56.02
31903,99.41,56.02
31904,99.41,56.02
31905,99.41,56.02
31906,99.41,56.02
31907,99.41,56.02
31908,99.41,56.02
31909,99.41,56.02
31910,99.41,56.02
31911,99.41,56.02
31912,99.41,56.02
31913,99.41,56.02
31914,99.41,56.02
31915,99.41,56.02
31916,99.41,56.02
31917,99.41,56.02
31918,99.41,56.02
31919,99.41,56.02
31920,99.41,56.02
31921,99.41,56.02
31922,99.41,56.02
31923,99.41,56.02
31924,99.41,56.02
31925,99.41,56.02
31926,99.41,56.02
31927,99.41,56.02
31928,99.41,56.02
31929,99.41,56.02
31930,99.41,56.02
31931,99.41,56.02
31932,99.41,56.02
31933,99.41,56.02
31934,99.41,56.02
31935,99.41,56.02
31936,99.41,56.02
31937,99.41,56.02
31938,99.41,56.02
31939,99.41,56.02
31940,99.41,56.02
31941,99.41,56.02
31942,99.41,56.02
31943,99.41,56.02
31944,99.41,56.02
31945,99.41,56.02
31946,99.41,56.02
31947,99.41,56.02
31948,99.41,56.02
31949,99.41,56.02
31950,99.41,56.02
31951,99.41,56.02
31952,99.41,56.02
31953,99.41,56.02
31954,99.41,56.02
31955,99.41,56.02
31956,99.41,56.02
31957,99.41,56.02
31958,99.41,56.02
31959,99.41,56.02
31960,99.41,56.02
31961,99.41,56.02
31962,99.41,56.02
31963,99.41,56.02
31964,99.41,56.02
31965,99.41,56.02
31966,99.41,56.02
31967,99.41,56.02
31968,99.41,56.02
31969,99.41,56.02
31970,99.41,56.02
31971,99.41,56.02
31972,99.41,56.02
31973,99.41,56.02
31974,99.41,56.02
31975,99.41,56.02
31976,99.41,56.02
31977,99.41,56.02
31978,99.41,56.02
31979,99.41,56.02
31980,99.41,56.02
31981,99.41,56.02
31982,99.41,56.02
31983,99.41,56.02
31984,99.41,56.02
31985,99.41,56.02
31986,99.41,56.02
31987,99.41,56.02
31988,99.41,56.02
31989,99.41,56.02
31990,99.41,56.02
31991,99.41,56.02
31992,99.41,56.02
31993,99.41,56.02
31994,99.41,56.02
31995,99.41,56.02
31996,99.41,56.02
31997,99.41,56.02
31998,99.41,56.02
31999,99.41,56.02
32000,99.41,56.02
32001,99.41,56.02
32002,99.41,56.02
32003,99.41,56.02
32004,99.41,56.02
32005,99.41,56.02
32006,99.41,56.02
32007,99.41,56.02
32008,99.41,56.02
32009,99.41,56.02
32010,99.41,56.02
32011,99.41,56.02
32012,99.41,56.02
32013,99.41,56.02
32014,99.41,56.02
32015,99.41,56.02
32016,99.41,56.02
32017,99.41,56.02
32018,99.41,56.02
32019,99.41,56.02
32020,99.41,56.02
32021,99.41,56.02
32022,99.41,56.02
32023,99.41,56.02
32024,99.41,56.02
32025,99.41,56.02
32026,99.41,56.02
32027,99.41,56.02
32028,99.41,56.02
32029,99.41,56.02
32030,99.41,56.02
32031,99.41,56.02
32032,99.41,56.02
32033,99.41,56.02
32034,98.6,56.02
32035,99.41,56.02
32036,99.41,56.02
32037,99.41,56.02
32038,99.41,56.02
32039,99.41,56.02
32040,99.41,56.02
32041,99.41,56.02
32042,99.41,56.02
32043,99.41,56.02
32044,99.41,56.02
32045,99.41,56.02
32046,99.41,56.02
32047,99.41,56.02
32048,99.41,56.02
32049,99.41,56.02
32050,99.41,56.02
32051,99.41,56.02
32052,99.41,56.02
32053,99.41,56.02
32054,99.41,56.02
32055,99.41,56.02
32056,99.41,56.02
32057,99.41,56.02
32058,99.41,56.02
32059,99.41,56.02
32060,99.41,56.02
32061,99.41,56.02
32062,99.41,56.02
32063,99.41,56.02
32064,99.41,56.02
32065,99.41,56.02
32066,99.41,56.02
32067,99.41,56.02
32068,99.41,56.02
32069,99.41,56.02
32070,99.41,56.02
32071,99.41,56.02
32072,99.41,56.02
32073,99.41,56.02
32074,99.41,56.02
32075,99.41,56.02
32076,99.41,56.02
32077,99.41,56.02
32078,99.41,56.02
32079,99.41,56.02
32080,99.41,56.02
32081,99.41,56.02
32082,99.41,56.02
32083,99.41,56.02
32084,99.41,56.02
32085,99.41,56.02
32086,99.41,56.02
32087,99.41,56.02
32088,99.41,56.02
32089,99.41,56.02
32090,99.41,56.02
32091,99.41,56.02
32092,99.41,56.02
32093,99.41,56.02
32094,99.41,56.02
32095,99.41,56.02
32096,99.41,56.02
32097,99.41,56.02
32098,99.41,56.02
32099,99.41,56.02
32100,99.41,56.02
32101,99.41,56.02
32102,99.41,56.02
32103,99.41,56.02
32104,99.41,56.02
32105,99.41,56.02
32106,99.41,56.02
32107,99.41,56.02
32108,99.41,56.02
32109,99.41,56.02
32110,99.41,56.02
32111,99.41,56.02
32112,99.41,56.02
32113,99.41,56.02
32114,99.41,56.02
32115,99.41,56.02
32116,99.41,56.02
32117,99.41,56.02
32118,99.41,56.02
32119,99.41,56.02
32120,99.41,56.02
32121,99.41,56.02
32122,99.41,56.02
32123,99.41,56.02
32124,99.41,56.02
32125,99.41,56.02
32126,99.41,56.02
32127,99.41,56.02
32128,99.41,56.02
32129,99.41,56.02
32130,99.41,56.02
32131,99.41,56.02
32132,99.41,56.02
32133,99.41,56.02
32134,99.41,56.02
32135,99.41,56.02
32136,99.41,56.02
32137,99.41,56.02
32138,99.41,56.02
32139,99.41,56.02
32140,99.41,56.02
32141,99.41,56.02
32142,99.41,56.02
32143,99.41,56.02
32144,99.41,56.02
32145,99.41,56.02
32146,99.41,56.02
32147,99.41,56.02
32148,99.41,56.02
32149,99.41,56.02
32150,99.41,56.02
32151,99.41,56.02
32152,99.41,56.02
32153,99.41,56.02
32154,99.41,56.02
32155,99.41,56.02
32156,99.41,56.02
32157,99.41,56.02
32158,99.41,56.02
32159,99.41,56.02
32160,99.41,56.02
32161,99.41,56.02
32162,99.41,56.02
32163,99.41,56.02
32164,99.41,56.02
32165,99.41,56.02
32166,99.41,56.02
32167,99.41,56.02
32168,99.41,56.02
32169,99.41,56.02
32170,99.41,56.02
32171,99.41,56.02
32172,99.41,56.02
32173,99.41,56.02
32174,99.41,56.02
32175,99.41,56.02
32176,99.41,56.02
32177,99.41,56.02
32178,99.41,56.02
32179,99.41,56.02
32180,99.41,56.02
32181,99.41,56.02
32182,99.41,56.02
32183,99.41,56.02
32184,99.41,56.02
32185,99.41,56.02
32186,99.41,56.02
32187,99.41,56.02
32188,99.41,56.02
32189,99.41,56.02
32190,99.41,56.02
32191,99.41,56.02
32192,99.41,56.02
32193,99.41,56.02
32194,99.41,56.02
32195,99.41,56.02
32196,99.41,56.02
32197,99.41,56.02
32198,99.41,56.02
32199,99.41,56.02
32200,99.41,56.02
32201,99.41,56.02
32202,99.41,56.02
32203,99.41,56.02
32204,99.41,56.02
32205,99.41,56.02
32206,99.41,56.02
32207,99.41,56.02
32208,99.41,56.02
32209,99.41,56.02
32210,99.41,56.02
32211,99.41,56.02
32212,99.41,56.02
32213,99.41,56.02
32214,99.41,56.02
32215,99.41,56.02
32216,99.41,56.02
32217,99.41,56.02
32218,99.41,56.02
32219,99.41,56.02
32220,99.41,56.02
32221,99.41,56.02
32222,99.41,56.02
32223,99.41,56.02
32224,99.41,56.02
32225,99.41,56.02
32226,99.41,56.02
32227,99.41,56.02
32228,99.41,56.02
32229,99.41,56.02
32230,99.41,56.02
32231,99.41,56.02
32232,99.41,56.02
32233,99.41,56.02
32234,99.41,56.02
32235,99.41,56.02
32236,99.41,56.02
32237,99.41,56.02
32238,99.41,56.02
32239,99.41,56.02
32240,99.41,56.02
32241,99.41,56.02
32242,99.41,56.02
32243,99.41,56.02
32244,99.41,56.02
32245,99.41,56.02
32246,99.41,56.02
32247,99.41,56.02
32248,99.41,56.02
32249,99.41,56.02
32250,99.41,56.02
32251,99.41,56.02
32252,99.41,56.02
32253,99.41,56.02
32254,99.41,56.02
32255,99.41,56.02
32256,99.41,56.02
32257,99.41,56.02
32258,99.41,56.02
32259,99.41,56.02
32260,99.41,56.02
32261,99.41,56.02
32262,99.41,56.02
32263,99.41,56.02
32264,99.41,56.02
32265,99.41,56.02
32266,99.41,56.02
32267,99.41,56.02
32268,99.41,56.02
32269,99.41,56.02
32270,99.41,56.02
32271,99.41,56.02
32272,99.41,56.02
32273,99.41,56.02
32274,99.41,56.02
32275,99.41,56.02
32276,99.41,56.02
32277,99.41,56.02
32278,99.41,56.02
32279,99.41,56.02
32280,99.41,56.02
32281,99.41,56.02
32282,99.41,56.02
32283,99.41,56.02
32284,99.41,56.02
32285,99.41,56.02
32286,99.41,56.02
32287,99.41,56.02
32288,99.41,56.02
32289,99.41,56.02
32290,99.41,56.02
32291,99.41,56.02
32292,99.41,56.02
32293,99.41,56.02
32294,99.41,56.02
32295,99.41,56.02
32296,99.41,56.02
32297,99.41,56.02
32298,99.41,56.02
32299,99.41,56.02
32300,99.41,56.02
32301,99.41,56.02
32302,99.41,56.02
32303,99.41,56.02
32304,99.41,56.02
32305,99.41,56.02
32306,99.41,56.02
32307,99.41,56.02
32308,99.41,56.02
32309,99.41,56.02
32310,99.41,56.02
32311,99.41,56.02
32312,99.41,56.02
32313,99.41,56.02
32314,99.41,56.02
32315,99.41,56.02
32316,99.41,56.02
32317,99.41,56.02
32318,99.41,56.02
32319,99.41,56.02
32320,99.41,56.02
32321,99.41,56.02
32322,99.41,56.02
32323,99.41,56.02
32324,99.41,56.02
32325,99.41,56.02
32326,99.41,56.02
32327,99.41,56.02
32328,99.41,56.02
32329,99.41,56.02
32330,99.41,56.02
32331,99.41,56.02
32332,99.41,56.02
32333,99.41,56.02
32334,99.41,56.02
32335,99.41,56.02
32336,99.41,56.02
32337,99.41,56.02
32338,99.41,56.02
32339,99.41,56.02
32340,99.41,56.02
32341,99.41,56.02
32342,99.41,56.02
32343,99.41,56.02
32344,99.41,56.02
32345,99.41,56.02
32346,99.41,56.02
32347,99.41,56.02
32348,99.41,56.02
32349,99.41,56.02
32350,99.41,56.02
32351,99.41,56.02
32352,99.41,56.02
32353,99.41,56.02
32354,99.41,56.02
32355,99.41,56.02
32356,99.41,56.02
32357,99.41,56.02
32358,99.41,56.02
32359,99.41,56.02
32360,99.41,56.02
32361,99.41,56.02
32362,99.41,56.02
32363,99.41,56.02
32364,99.41,56.02
32365,99.41,56.02
32366,99.41,56.02
32367,99.41,56.02
32368,99.41,56.02
32369,99.41,56.02
32370,99.41,56.02
32371,99.41,56.02
32372,99.41,56.02
32373,99.41,56.02
32374,99.41,56.02
32375,99.41,56.02
32376,99.41,56.02
32377,99.41,56.02
32378,99.41,56.02
32379,99.41,56.02
32380,99.41,56.02
32381,99.41,56.02
32382,99.41,56.02
32383,99.41,56.02
32384,99.41,56.02
32385,99.41,56.02
32386,99.41,56.02
32387,99.41,56.02
32388,99.41,56.02
32389,99.41,56.02
32390,99.41,56.02
32391,99.41,56.02
32392,99.41,56.02
32393,99.41,56.02
32394,99.41,56.02
32395,99.41,56.02
32396,99.41,56.02
32397,99.41,56.02
32398,99.41,56.02
32399,99.41,56.02
32400,99.41,56.02
32401,99.41,56.02
32402,99.41,56.02
32403,99.41,56.02
32404,99.41,56.02
32405,99.41,56.02
32406,99.41,56.02
32407,99.41,56.02
32408,99.41,56.02
32409,99.41,56.02
32410,99.41,56.02
32411,99.41,56.02
32412,99.41,56.02
32413,99.41,56.02
32414,99.41,56.02
32415,99.41,56.02
32416,99.41,56.02
32417,99.41,56.02
32418,99.41,56.02
32419,99.41,56.02
32420,99.41,56.02
32421,99.41,56.02
32422,99.41,56.02
32423,99.41,56.02
32424,99.41,56.02
32425,99.41,56.02
32426,99.41,56.02
32427,99.41,56.02
32428,99.41,56.02
32429,99.41,56.02
32430,99.41,56.02
32431,99.41,56.02
32432,99.41,56.02
32433,99.41,56.02
32434,99.41,56.02
32435,99.41,56.02
32436,99.41,56.02
32437,99.41,56.02
32438,99.41,56.02
32439,99.41,56.02
32440,99.41,56.02
32441,99.41,56.02
32442,99.41,56.02
32443,99.41,56.02
32444,99.41,56.02
32445,99.41,56.02
32446,99.41,56.02
32447,99.41,56.02
32448,99.41,56.02
32449,99.41,56.02
32450,99.41,56.02
32451,99.41,56.02
32452,99.41,56.02
32453,99.41,56.02
32454,99.41,56.02
32455,99.41,56.02
32456,99.41,56.02
32457,99.41,56.02
32458,99.41,56.02
32459,99.41,56.02
32460,99.41,56.02
32461,99.41,56.02
32462,99.41,56.02
32463,99.41,56.02
32464,99.41,56.02
32465,99.41,56.02
32466,99.41,56.02
32467,99.41,56.02
32468,99.41,56.02
32469,99.41,56.02
32470,99.41,56.02
32471,99.41,56.02
32472,99.41,56.02
32473,99.41,56.02
32474,99.41,56.02
32475,99.41,56.02
32476,99.41,56.02
32477,99.41,56.02
32478,99.41,56.02
32479,99.41,56.02
32480,99.41,56.02
32481,99.41,56.02
32482,99.41,56.02
32483,99.41,56.02
32484,99.41,56.02
32485,99.41,56.02
32486,99.41,56.02
32487,99.41,56.02
32488,99.41,56.02
32489,99.41,56.02
32490,99.41,56.02
32491,99.41,56.02
32492,99.41,56.02
32493,99.41,56.02
32494,99.41,56.02
32495,99.41,56.02
32496,99.41,56.02
32497,99.41,56.02
32498,99.41,56.02
32499,99.41,56.02
32500,99.41,56.02
32501,99.41,56.02
32502,99.41,56.02
32503,99.41,56.02
32504,99.41,56.02
32505,99.41,56.02
32506,99.41,56.02
32507,99.41,56.02
32508,99.41,56.02
32509,99.41,56.02
32510,99.41,56.02
32511,99.41,56.02
32512,99.41,56.02
32513,99.41,56.02
32514,99.41,56.02
32515,99.41,56.02
32516,99.41,56.02
32517,99.41,56.02
32518,99.41,56.02
32519,99.41,56.02
32520,99.41,56.02
32521,99.41,56.02
32522,99.41,56.02
32523,99.41,56.02
32524,99.41,56.02
32525,99.41,56.02
32526,99.41,56.02
32527,99.41,56.02
32528,99.41,56.02
32529,99.41,56.02
32530,99.41,56.02
32531,99.41,56.02
32532,99.41,56.02
32533,99.41,56.02
32534,99.41,56.02
32535,99.41,56.02
32536,99.41,56.02
32537,99.41,56.02
32538,99.41,56.02
32539,99.41,56.02
32540,99.41,56.02
32541,99.41,56.02
32542,99.41,56.02
32543,99.41,56.02
32544,99.41,56.02
32545,99.41,56.02
32546,99.41,56.02
32547,99.41,56.02
32548,99.41,56.02
32549,99.41,56.02
32550,99.41,56.02
32551,99.41,56.02
32552,99.41,56.02
32553,99.41,56.02
32554,99.41,56.02
32555,99.41,56.02
32556,99.41,56.02
32557,99.41,56.02
32558,99.41,56.02
32559,99.41,56.02
32560,99.41,56.02
32561,99.41,56.02
32562,99.41,56.02
32563,99.41,56.02
32564,99.41,56.02
32565,99.41,56.02
32566,99.41,56.02
32567,99.41,56.02
32568,99.41,56.02
32569,99.41,56.02
32570,99.41,56.02
32571,99.41,56.02
32572,99.41,56.02
32573,99.41,56.02
32574,99.41,56.02
32575,99.41,56.02
32576,99.41,56.02
32577,99.41,56.02
32578,99.41,56.02
32579,99.41,56.02
32580,99.41,56.02
32581,99.41,56.02
32582,99.41,56.02
32583,99.41,56.02
32584,99.41,56.02
32585,99.41,56.02
32586,99.41,56.02
32587,99.41,56.02
32588,99.41,56.02
32589,99.41,56.02
32590,99.41,56.02
32591,99.41,56.02
32592,99.41,56.02
32593,99.41,56.02
32594,99.41,56.02
32595,99.41,56.02
32596,99.41,56.02
32597,99.41,56.02
32598,99.41,56.02
32599,99.41,56.02
32600,99.41,56.02
32601,99.41,56.02
32602,99.41,56.02
32603,99.41,56.02
32604,99.41,56.02
32605,99.41,56.02
32606,99.41,56.02
32607,99.41,56.02
32608,99.41,56.02
32609,99.41,56.02
32610,99.41,56.02
32611,99.41,56.02
32612,99.41,56.02
32613,99.41,56.02
32614,99.41,56.02
32615,99.41,56.02
32616,99.41,56.02
32617,99.41,56.02
32618,99.41,56.02
32619,99.41,56.02
32620,99.41,56.02
32621,99.41,56.02
32622,99.41,56.02
32623,99.41,56.02
32624,99.41,56.02
32625,99.41,56.02
32626,99.41,56.02
32627,99.41,56.02
32628,99.41,56.02
32629,99.41,56.02
32630,99.41,56.02
32631,99.41,56.02
32632,99.41,56.02
32633,99.41,56.02
32634,99.41,56.02
32635,99.41,56.02
32636,99.41,56.02
32637,99.41,56.02
32638,99.41,56.02
32639,99.41,56.02
32640,99.41,56.02
32641,99.41,56.02
32642,99.41,56.02
32643,99.41,56.02
32644,99.41,56.02
32645,99.41,56.02
32646,99.41,56.02
32647,99.41,56.02
32648,99.41,56.02
32649,99.41,56.02
32650,99.41,56.02
32651,99.41,56.02
32652,99.41,56.02
32653,99.41,56.02
32654,99.41,56.02
32655,99.41,56.02
32656,99.41,56.02
32657,99.41,56.02
32658,99.41,56.02
32659,99.41,56.02
32660,99.41,56.02
32661,99.41,56.02
32662,99.41,56.02
32663,99.41,56.02
32664,99.41,56.02
32665,99.41,56.02
32666,99.41,56.02
32667,99.41,56.02
32668,99.41,56.02
32669,99.41,56.02
32670,99.41,56.02
32671,99.41,56.02
32672,99.41,56.02
32673,99.41,56.02
32674,99.41,56.02
32675,99.41,56.02
32676,99.41,56.02
32677,99.41,56.02
32678,99.41,56.02
32679,99.41,56.02
32680,99.41,56.02
32681,99.41,56.02
32682,99.41,56.02
32683,99.41,56.02
32684,99.41,56.02
32685,99.41,56.02
32686,99.41,56.02
32687,99.41,56.02
32688,99.41,56.02
32689,99.41,56.02
32690,99.41,56.02
32691,99.41,56.02
32692,99.41,56.02
32693,99.41,56.02
32694,99.41,56.02
32695,99.41,56.02
32696,99.41,56.02
32697,99.41,56.02
32698,99.41,56.02
32699,99.41,56.02
32700,99.41,56.02
32701,99.41,56.02
32702,99.41,56.02
32703,99.41,56.02
32704,99.41,56.02
32705,99.41,56.02
32706,99.41,56.02
32707,99.41,56.02
32708,99.41,56.02
32709,99.41,56.02
32710,99.41,56.02
32711,99.41,56.02
32712,99.41,56.02
32713,99.41,56.02
32714,99.41,56.02
32715,99.41,56.02
32716,99.41,56.02
32717,99.41,56.02
32718,99.41,56.02
32719,99.41,56.02
32720,99.41,56.02
32721,99.41,56.02
32722,99.41,56.02
32723,99.41,56.02
32724,99.41,56.02
32725,99.41,56.02
32726,99.41,56.02
32727,99.41,56.02
32728,99.41,56.02
32729,99.41,56.02
32730,99.41,56.02
32731,99.41,56.02
32732,99.41,56.02
32733,99.41,56.02
32734,99.41,56.02
32735,99.41,56.02
32736,99.41,56.02
32737,99.41,56.02
32738,99.41,56.02
32739,99.41,56.02
32740,99.41,56.02
32741,99.41,56.02
32742,99.41,56.02
32743,99.41,56.02
32744,99.41,56.02
32745,99.41,56.02
32746,99.41,56.02
32747,99.41,56.02
32748,99.41,56.02
32749,99.41,56.02
32750,99.41,56.02
32751,99.41,56.02
32752,99.41,56.02
32753,99.41,56.02
32754,99.41,56.02
32755,99.41,56.02
32756,99.41,56.02
32757,99.41,56.02
32758,99.41,56.02
32759,99.41,56.02
32760,99.41,56.02
32761,99.41,56.02
32762,99.41,56.02
32763,99.41,56.02
32764,99.41,56.02
32765,99.41,56.02
32766,99.41,56.02
32767,99.41,56.02
32768,99.41,56.02
32769,99.41,56.02
32770,99.41,56.02
32771,99.41,56.02
32772,99.41,56.02
32773,99.41,56.02
32774,99.41,56.02
32775,99.41,56.02
32776,99.41,56.02
32777,99.41,56.02
32778,99.41,56.02
32779,99.41,56.02
32780,99.41,56.02
32781,99.41,56.02
32782,99.41,56.02
32783,99.41,56.02
32784,99.41,56.02
32785,99.41,56.02
32786,99.41,56.02
32787,99.41,56.02
32788,99.41,56.02
32789,99.41,56.02
32790,99.41,56.02
32791,99.41,56.02
32792,99.41,56.02
32793,99.41,56.02
32794,99.41,56.02
32795,99.41,56.02
32796,99.41,56.02
32797,99.41,56.02
32798,99.41,56.02
32799,99.41,56.02
32800,99.41,56.02
32801,99.41,56.02
32802,99.41,56.02
32803,99.41,56.02
32804,99.41,56.02
32805,99.41,56.02
32806,99.41,56.02
32807,99.41,56.02
32808,99.41,56.02
32809,99.41,56.02
32810,99.41,56.02
32811,99.41,56.02
32812,99.41,56.02
32813,99.41,56.02
32814,99.41,56.02
32815,99.41,56.02
32816,99.41,56.02
32817,99.41,56.02
32818,99.41,56.02
32819,99.41,56.02
32820,99.41,56.02
32821,99.41,56.02
32822,99.41,56.02
32823,99.41,56.02
32824,99.41,56.02
32825,99.41,56.02
32826,99.41,56.02
32827,99.41,56.02
32828,99.41,56.02
32829,99.41,56.02
32830,99.41,56.02
32831,99.41,56.02
32832,99.41,56.02
32833,99.41,56.02
32834,99.41,56.02
32835,99.41,56.02
32836,99.41,56.02
32837,99.41,56.02
32838,99.41,56.02
32839,99.41,56.02
32840,99.41,56.02
32841,99.41,56.02
32842,99.41,56.02
32843,99.41,56.02
32844,99.41,56.02
32845,99.41,56.02
32846,99.41,56.02
32847,99.41,56.02
32848,99.41,56.02
32849,99.41,56.02
32850,99.41,56.02
32851,99.41,56.02
32852,99.41,56.02
32853,99.41,56.02
32854,99.41,56.02
32855,99.41,56.02
32856,99.41,56.02
32857,99.41,56.02
32858,99.41,56.02
32859,99.41,56.02
32860,99.41,56.02
32861,99.41,56.02
32862,99.41,56.02
32863,99.41,56.02
32864,99.41,56.02
32865,99.41,56.02
32866,99.41,56.02
32867,99.41,56.02
32868,99.41,56.02
32869,99.41,56.02
32870,99.41,56.02
32871,99.41,56.02
32872,99.41,56.02
32873,99.41,56.02
32874,99.41,56.02
32875,99.41,56.02
32876,99.41,56.02
32877,99.41,56.02
32878,99.41,56.02
32879,99.41,56.02
32880,99.41,56.02
32881,99.41,56.02
32882,99.41,56.02
32883,99.41,56.02
32884,99.41,56.02
32885,99.41,56.02
32886,99.41,56.02
32887,99.41,56.02
32888,99.41,56.02
32889,99.41,56.02
32890,99.41,56.02
32891,99.41,56.02
32892,99.41,56.02
32893,99.41,56.02
32894,99.41,56.02
32895,99.41,56.02
32896,99.41,56.02
32897,99.41,56.02
32898,99.41,56.02
32899,99.41,56.02
32900,99.41,56.02
32901,99.41,56.02
32902,99.41,56.02
32903,99.41,56.02
32904,99.41,56.02
32905,99.41,56.02
32906,99.41,56.02
32907,99.41,56.02
32908,99.41,56.02
32909,99.41,56.02
32910,99.41,56.02
32911,99.41,56.02
32912,99.41,56.02
32913,99.41,56.02
32914,99.41,56.02
32915,99.41,56.02
32916,99.41,56.02
32917,99.41,56.02
32918,99.41,56.02
32919,99.41,56.02
32920,99.41,56.02
32921,99.41,56.02
32922,99.41,56.02
32923,99.41,56.02
32924,99.41,56.02
32925,99.41,56.02
32926,99.41,56.02
32927,99.41,56.02
32928,99.41,56.02
32929,99.41,56.02
32930,99.41,56.02
32931,99.41,56.02
32932,99.41,56.02
32933,99.41,56.02
32934,99.41,56.02
32935,99.41,56.02
32936,99.41,56.02
32937,99.41,56.02
32938,99.41,56.02
32939,99.41,56.02
32940,99.41,56.02
32941,99.41,56.02
32942,99.41,56.02
32943,99.41,56.02
32944,99.41,56.02
32945,99.41,56.02
32946,99.41,56.02
32947,99.41,56.02
32948,99.41,56.02
32949,99.41,56.02
32950,100.21,56.03
32951,99.41,56.02
32952,99.41,56.02
32953,99.41,56.02
32954,99.41,56.02
32955,99.41,56.02
32956,99.41,56.02
32957,99.41,56.02
32958,99.41,56.02
32959,99.41,56.02
32960,99.41,56.02
32961,99.41,56.02
32962,99.41,56.02
32963,99.41,56.02
32964,99.41,56.02
32965,99.41,56.02
32966,99.41,56.02
32967,99.41,56.02
32968,99.41,56.02
32969,99.41,56.02
32970,99.41,56.02
32971,99.41,56.02
32972,99.41,56.02
32973,99.41,56.02
32974,99.41,56.02
32975,99.41,56.02
32976,99.41,56.02
32977,99.41,56.02
32978,99.41,56.02
32979,99.41,56.02
32980,99.41,56.02
32981,99.41,56.02
32982,99.41,56.02
32983,99.41,56.02
32984,99.41,56.02
32985,99.41,56.02
32986,99.41,56.02
32987,99.41,56.02
32988,99.41,56.02
32989,99.41,56.02
32990,99.41,56.02
32991,99.41,56.02
32992,99.41,56.02
32993,99.41,56.02
32994,99.41,56.02
32995,99.41,56.02
32996,99.41,56.02
32997,99.41,56.02
32998,99.41,56.02
32999,99.41,56.02
33000,99.41,56.02
33001,99.41,56.02
33002,99.41,56.02
33003,99.41,56.02
33004,99.41,56.02
33005,99.41,56.02
33006,99.41,56.02
33007,99.41,56.02
33008,99.41,56.02
33009,99.41,56.02
33010,99.41,56.02
33011,99.41,56.02
33012,99.41,56.02
33013,99.41,56.02
33014,99.41,56.02
33015,99.41,56.02
33016,99.41,56.02
33017,99.41,56.02
33018,99.41,56.02
33019,99.41,56.02
33020,99.41,56.02
33021,99.41,56.02
33022,99.41,56.02
33023,99.41,56.02
33024,99.41,56.02
33025,99.41,56.02
33026,99.41,56.02
33027,99.41,56.02
33028,99.41,56.02
33029,99.41,56.02
33030,99.41,56.02
33031,99.41,56.02
33032,99.41,56.02
33033,100.21,56.03
33034,99.41,56.02
33035,99.41,56.02
33036,99.41,56.02
33037,99.41,56.02
33038,99.41,56.02
33039,99.41,56.02
33040,99.41,56.02
33041,99.41,56.02
33042,99.41,56.02
33043,99.41,56.02
33044,99.41,56.02
33045,99.41,56.02
33046,99.41,56.02
33047,99.41,56.02
33048,99.41,56.02
33049,99.41,56.02
33050,99.41,56.02
33051,99.41,56.02
33052,99.41,56.02
33053,99.41,56.02
33054,99.41,56.02
33055,99.41,56.02
33056,99.41,56.02
33057,99.41,56.02
33058,99.41,56.02
33059,99.41,56.02
33060,99.41,56.02
33061,99.41,56.02
33062,99.41,56.02
33063,99.41,56.02
33064,99.41,56.02
33065,99.41,56.02
33066,99.41,56.02
33067,99.41,56.02
33068,99.41,56.02
33069,99.41,56.02
33070,99.41,56.02
33071,99.41,56.02
33072,99.41,56.02
33073,99.41,56.02
33074,99.41,56.02
33075,99.41,56.02
33076,99.41,56.02
33077,99.41,56.02
33078,99.41,56.02
33079,99.41,56.02
33080,99.41,56.02
33081,99.41,56.02
33082,99.41,56.02
33083,99.41,56.02
33084,99.41,56.02
33085,99.41,56.02
33086,99.41,56.02
33087,99.41,56.02
33088,99.41,56.02
33089,99.41,56.02
33090,99.41,56.02
33091,99.41,56.02
33092,99.41,56.02
33093,99.41,56.02
33094,99.41,56.02
33095,99.41,56.02
33096,99.41,56.02
33097,99.41,56.02
33098,99.41,56.02
33099,99.41,56.02
33100,99.41,56.02
33101,99.41,56.02
33102,99.41,56.02
33103,99.41,56.02
33104,99.41,56.02
33105,99.41,56.02
33106,99.41,56.02
33107,99.41,56.02
33108,99.41,56.02
33109,99.41,56.02
33110,99.41,56.02
33111,99.41,56.02
33112,99.41,56.02
33113,99.41,56.02
33114,99.41,56.02
33115,99.41,56.02
33116,99.41,56.02
33117,99.41,56.02
33118,99.41,56.02
33119,99.41,56.02
33120,99.41,56.02
33121,99.41,56.02
33122,99.41,56.02
33123,99.41,56.02
33124,99.41,56.02
33125,99.41,56.02
33126,99.41,56.02
33127,99.41,56.02
33128,99.41,56.02
33129,99.41,56.02
33130,99.41,56.02
33131,99.41,56.02
33132,99.41,56.02
